seq_header	DECI_Kingdom	DECI_Phylum	DECI_Class	DECI_Order	DECI_Family	DECI_Genus	DECI_Species	RDP_Kingdom	RDP_Phylum	RDP_Class	RDP_Order	RDP_Family	RDP_Genus	RDP_Species	Control.pool.R1.fastq	MOB.021.Rec.R1.fastq	MOB.021.Vag.R1.fastq	MOB.022.Rec.R1.fastq	MOB.022.Vag.R1.fastq	MOB.029.Rec.R1.fastq	MOB.029.Vag.R1.fastq	MOB.037.Rec.R1.fastq	MOB.037.Vag.R1.fastq	MOB.055.Rec.R1.fastq	MOB.055.Vag.R1.fastq	MOB.103.Rec.R1.fastq	MOB.103.Vag.R1.fastq	MOB.175.Rec.R1.fastq	MOB.175.Vag.R1.fastq	MOB.195.Rec.R1.fastq	MOB.195.Vag.R1.fastq	MOB.280.Rec.R1.fastq	MOB.280.Vag.R1.fastq	MOB.281.Rec.R1.fastq	MOB.281.Vag.R1.fastq	PCR.NTC.R1.fastq	Zymo.R1.fastq
729	c642e7d33fd38f386d8ca7d20b966ed6	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_I	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	1	13	12	0	37	0	0	0	462	0	0	0	14	6	0	0	26	0	5	0	0	0	0
730	c6444bc08218b1e550714c0e6f55e5eb	NA	NA	NA	NA	NA	NA	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	(RS_GCF_000758925.1)	0	0	0	0	486	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0
731	c6699a391dd71f611b00193750116ab8	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	NA	NA	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	NA	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0
732	c6e7648c8c558ddb56f946b816f8f688	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	Anaerococcus_octavius(RS_GCF_002847745.1)	0	0	0	0	21	0	0	0	0	0	25	0	0	9	0	0	6	0	0	14	56	0	0
733	c77c124905853138745cf77b10dd3b45	NA	NA	NA	NA	NA	NA	NA	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	8	0	0	0	113	0	0
734	c8360368f6b9e12574ffe073b2431f94	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	NA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	NA	NA	1	0	0	0	1	0	0	0	0	0	71	0	0	45	7	372	4	0	0	5	31	0	0
735	c8ef6a93f988f90ba9084b9361ad931e	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	NA	NA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	NA	NA	0	0	0	0	0	0	0	754	0	0	0	0	0	0	0	160	0	0	0	0	0	0	5
736	c994ffd1eb43d0a91cdfc5a6076a6a1d	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	NA	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	(GB_GCA_002455875.1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
737	c9ff9ed34a4e69bbc81311ed299f06dc	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	NA	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	NA	336	0	0	0	126	0	0	0	0	8	251	0	0	1459	292	551	499	0	0	824	488	0	3
738	ca995ce45bfd53c3512f292222564d45	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_eggerthii(RS_GCF_000273465.1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0
739	cab91d8882fd016426ef208ebc59c369	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio	Succinivibrio_dextrinosolvens_B(RS_GCF_900116345.1)	0	0	0	0	2223	0	0	0	0	0	1041	0	0	25	47	0	0	0	0	10	7	0	0
740	caba4b54e97ad4fbcdaeaea1578ad8ed	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_asaccharolytica(RS_GCF_000212375.1)	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
741	caf81b53d3557b46c657eed4cdcb400d	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	(GB_GCA_002393625.1)	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	4	0	0	0	2	0	0
742	cb97a995d9672dc0924c4dc13893b4e0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Planobacterium	NA	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium_D	Chryseobacterium_D_taklimakanense(RS_GCF_900187185.1)	0	0	0	0	0	0	0	0	2	0	126	0	0	0	3	0	0	0	0	46	0	0	0
743	cbfcfaeb81df33b35c2f74b2854877d7	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	NA	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	NA	0	1212	82	0	81	0	0	815	0	0	53	0	152	35	5	217	149	0	7	41	470	0	295
744	cc5949277841c5ddf72e10c4dfcc25f4	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-793	NA	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
745	cc762281f65b58152a04625263171f73	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	NA	NA	NA	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Libanicoccus	Libanicoccus_massiliensis(RS_GCF_900143685.1)	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
746	cc906da1c48296002c5b1dae17135e61	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	NA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus_H	Lactobacillus_H_fermentum(RS_GCF_001742205.1)	0	0	0	5548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
747	cce88bcf153a2d327a8cf10dd2030ff6	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	NA	0	0	0	0	0	0	0	0	1123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
748	cdb7a788aa7e5d37e35ee875dc51aa47	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Parolsenella	NA	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Libanicoccus	Libanicoccus_massiliensis(RS_GCF_900143685.1)	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
749	cdeb852ee9fa764d26d1e161dd65188a	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0
750	ce56bd2b2b0bc60401c0ed8229fefb53	Bacteria	Firmicutes	Bacilli	RFN20	CAG-826	UBA4855	NA	Bacteria	Firmicutes	Bacilli	RFN20	NA	NA	NA	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
751	cf435a24e0fbf49163c0fc8b3305955c	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus_A	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus_A	(RS_GCF_900099555.1)	3	2670	109	0	179	0	2	0	2	16	270	2	246	49	0	28	518	0	16	168	1049	0	549
752	cf51374ead131e0a5851eb25f79be7e5	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	(RS_GCF_001182725.1)	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0
753	cf937952ccdbbaa8c25f0dae2d1f1ed9	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella_pleuritidis(RS_GCF_000613725.1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
754	cf96c11ef6d318b7d43378cc8d80e4b9	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	(RS_GCF_000758925.1)	0	0	0	0	5	0	0	0	0	0	0	517	22	0	0	0	0	0	0	0	0	0	828
755	cfcdedd6180ab105928f0ac3c019d8f7	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum	Subdoligranulum_variabile(RS_GCF_000157955.1)	0	13	0	0	82	0	0	0	0	0	14	0	0	0	0	0	13	0	0	0	0	0	0
756	cfe992afd9206c756b53497b94647ae4	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Sutterella	Sutterella_wadsworthensis(GB_GCA_000980335.1)	0	0	53	0	0	0	0	0	1294	0	0	0	0	0	0	0	23	0	6	0	0	0	0
757	d04cfc02e57e746ad003f21efca98142	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA	0	0	0	0	2	0	0	0	0	0	0	0	0	15	0	0	0	0	1	0	0	35	0
758	d06c772889c4bdbec6e1bed16b65b1ab	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	DTU089	Ruminococcus_E	Ruminococcus_E_bromii(GB_GCA_900067015.1)	8	242	17	0	758	0	0	0	19144	0	0	0	0	97	63	10	1793	0	8	82	6	0	0
759	d09d693a1fab90c08cd60f715f68b271	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Urinacoccus	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Urinacoccus	(RS_GCF_000221565.1)	0	0	0	0	0	0	0	0	0	0	77	0	0	12	0	7	0	0	0	26	162	0	0
760	d0f495f1b6039b14c46d8c1688a5ac2d	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus_C	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus_C	Peptoniphilus_C_urinimassiliensis(RS_GCF_900155585.1)	0	371	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0
761	d11ded2b1ad407a7e7a936c59eabc6f4	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	Anaerococcus_mediterraneensis(RS_GCF_900128415.1)	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	18	7	0	0	20
762	d13ce6cde80e09475c0c7146b96ef8af	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
763	d18c1d052dd89f02c6c983eef0cd09c7	NA	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
764	d192d41873fade950af564caff38ea34	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Catenibacterium	NA	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Catenibacterium	Catenibacterium_mitsuokai(RS_GCF_000173795.1)	6	402	404	0	946	0	0	0	1550	0	193	0	0	0	38	3	840	0	0	27	0	0	0
765	d1bd7e464ee8066b2dce882d502fba19	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	12	107	0	0	0	0	0	0	0	0
766	d25d9f7610647ec99d043a37ff0f2f4f	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	(GB_GCA_900066505.1)	3	15	4	0	15	0	0	0	170	0	0	0	0	5	0	1	317	0	0	0	0	0	0
767	d28313e755b0d735a3f5db93b60345b9	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA	3	180	37	0	785	0	0	0	5233	0	0	0	1	64	0	6	390	0	1	14	3	0	0
768	d2ba317f9643c201fddb5c27d7742fc2	NA	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	0	42	0	0	1	26	0	52	4	0	5	0	5	0	0	13	0	0	4	0	2	0	4
769	d3ef48248037b63c0fc3f40be044f64d	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0
770	d4285b8da003dc62c7e2730d78580196	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	0	0	4	0	28	0	0	0	0	0	0	0	0	0	3	0	44	0	0	0	0	0	0
771	d436886a94824d80ce2f04a1601f80e8	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	NA	0	2	16	0	0	0	0	0	66	0	0	0	12	14	0	0	0	0	0	0	0	0	0
772	d444a876dcdb0860c2a6f94ef20d0d4b	NA	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
773	d48f07717dd402226eba9b392eae39e7	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira_eligens_A(RS_GCF_000146185.1)	0	104	10	0	0	0	0	1	803	0	17	0	25	0	0	0	91	0	0	0	0	0	0
774	d4c71df7b33ca8e52a45235b1ba4909f	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	NA	0	0	0	0	10	0	0	0	0	0	31	0	2	17	0	25	3	0	0	0	0	0	0
775	d537b06bce5bbea1eafbbb22d9cc3d5d	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Shuttleworthia	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0
776	d540b0b2cba55c1ee17cada4f0b9d842	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes	Bacilli	RF39	UBA660	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
777	d560701033254125bfe64cf04160311b	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	NA	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	NA	0	0	0	0	2031	0	0	0	0	0	282	0	0	136	189	10	0	0	0	0	0	0	0
778	d577d3a9d533ad1354b3238b11194d8a	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotellamassilia	Prevotellamassilia_timonensis(RS_GCF_900106785.1)	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0
779	d5920b2e2025dcb4c065bc05ce2d8c77	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Ndongobacter	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Ndongobacter	Ndongobacter_massiliensis(RS_GCF_900120375.1)	0	0	0	0	0	0	0	0	0	0	0	0	22	6	0	0	5	0	0	0	102	0	0
780	d594b74a76902bf14588e4aee174b8c6	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	0	0	0	1	0	0	3	0	376	0	0	0	4	14	0	0	1	3	0	8	73	0	1
781	d59f9ba0bbf83cce5aadfadb73713900	Bacteria	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	NA	Bacteria	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Mitsuokella_jalaludinii(RS_GCF_001404615.1)	0	1	0	0	160	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
782	d5dca58d34add5f184c766d14df8eb0d	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA	17	74	491	11671	217	4	1356	8	74	102	1722	5	11	1872	897	104	30	85	70	505	701	0	42
783	d6baaf61cab0d0de76d593ca548aa5e3	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Mogibacterium	NA	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Mogibacterium	Mogibacterium_timidum(RS_GCF_000525775.1)	0	205	0	0	0	0	0	0	0	0	0	0	115	10	0	0	0	0	0	0	49	0	0
784	d72d56e9801fa8fba01ef92fb61f798e	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
785	d753d31d507020f762a801f11bde77e5	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	PeH17	NA	Bacteria	Firmicutes_A	Clostridia	Christensenellales	CAG-138	PeH17	PeH17_sp1(GB_GCA_000435055.1)	0	22	4	0	10	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
786	d7935b3bbb10dc2aa04e16775df93f7f	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella_bergensis(RS_GCF_000160535.1)	0	13	0	0	3	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
787	d7cdd47ec5e548c0476fcbd888849539	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	0	31	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
788	d7d4575a7298262cb4e879d55e93651b	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotellamassilia	Prevotellamassilia_timonensis(RS_GCF_900106785.1)	0	0	0	0	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
789	d830bc11f82e074556e8c1f795bd71a8	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Schaedlerella	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_B	Ruminococcus_B_glycyrrhizinilyticum(RS_GCF_000218385.1)	0	0	0	0	31	0	0	0	34	0	36	0	0	0	0	0	1	0	0	0	0	0	0
790	d8835c6a1ec88caa73090df4c9d0896d	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas_A	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	(RS_GCF_001808555.1)	0	64	0	0	0	0	0	0	0	0	111	0	232	6	0	78	0	0	0	0	15	0	40
791	d8854db14aa9f40df1bb4bcfae746e5d	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_E	Eubacterium_E_hallii_A(RS_GCF_900209925.1)	0	7	29	0	77	0	0	0	923	0	20	0	56	11	0	0	163	0	3	18	0	0	0
792	d8abd4183de3baa5fadb6b97e9f79c13	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	NA	NA	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter_D	NA	7	0	0	0	0	0	0	0	0	0	1019	0	0	0	6	0	6	0	0	99	0	0	0
793	d8c93c48544e80ea55e99ae310f28c07	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotellamassilia	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotellamassilia	Prevotellamassilia_timonensis(RS_GCF_900106785.1)	0	0	0	0	0	0	0	0	0	0	10	0	0	11	38	0	0	0	0	0	0	0	0
794	d8d98c2368cab991be086c771e763ebd	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	NA	NA	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-354	(GB_GCA_000437455.1)	0	0	0	0	0	0	0	0	240	0	0	0	2	6	0	0	0	0	0	0	0	0	0
795	d90c68391d845b5393166e5d8c56c2e8	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
796	d96238e5d7c9f32927aafc19bca80f88	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	NA	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	W5053	(RS_GCF_000467935.1)	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0
797	d98e7ba99b067ebd59ba3c987dbbb4c8	Bacteria	Firmicutes	Bacilli	Staphylococcales	Salinicoccaceae	Jeotgalicoccus	NA	Bacteria	Firmicutes	Bacilli	Staphylococcales	Salinicoccaceae	Jeotgalicoccus	Jeotgalicoccus_marinus(RS_GCF_000425825.1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
798	d99b270e8fcbd990294570e4f3d13ead	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	NA	0	10	9	0	17	0	0	0	6	0	0	0	8	0	0	0	44	0	0	0	0	0	0
799	d9b098116e8467f6bdae333e6b4373d3	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	NA	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	(RS_GCF_001875725.1)	0	0	0	0	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800	d9fd167275cf14f38a61f7578b9d9f5d	Bacteria	Firmicutes	Bacilli	RF39	CAG-302	CAG-302	NA	Bacteria	Firmicutes	Bacilli	RF39	UBA660	NA	NA	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
801	da24dcf3293dc01ff61554c08a863f73	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Rothia	NA	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	Rothia_mucilaginosa_A(RS_GCF_001809565.1)	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
802	da8063658ffee11c4ba9ce3dfbb126b8	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes_B	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
803	da91dc6b36a90ab69f40dd4edc56f3a4	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Croceibacterium	NA	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Porphyrobacter_A	Porphyrobacter_A_mercurialis(RS_GCF_000802385.1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0
804	db0b0aa3898ff488d0ba86a822cd0dbd	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Planobacterium	NA	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium_D	Chryseobacterium_D_taklimakanense(RS_GCF_900187185.1)	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0
805	db3449043ff009e1ff1c7a58b23755bf	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus_B	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus_B	(RS_GCF_000478985.1)	0	188	0	0	0	0	0	0	0	0	27	1	75	0	0	1	0	0	3	15	79	0	0
806	db352e7d0f21516d327ac2e6f320575c	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Ezakiellaceae	Ezakiella	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Ezakiellaceae	Ezakiella	Ezakiella_massiliensis(RS_GCF_900120165.1)	0	24	0	0	0	0	0	0	0	0	0	0	30	0	0	41	0	0	0	0	0	0	0
